"","Season","Name","Team","POS","Salary","Years","Total.Value","Avg.Annual"
"801",2010,"Will Ohman","BAL ","P","$1,350,000 ","1 (2010)","$1,350,000 ","$1,350,000 "
"802",2010,"Will Venable","SD ","OF","$412,800 ","1 (2010)","$412,800 ","$412,800 "
"803",2010,"Willie Bloomquist","KC ","2B","$1,700,000 ","1 (2010)","$1,700,000 ","$1,700,000 "
"804",2010,"Willie Harris","WSH ","OF","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"805",2010,"Willy Aybar","TB ","1B","$1,350,000 ","1 (2010)","$1,350,000 ","$1,350,000 "
"806",2010,"Willy Taveras","WSH ","OF","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"807",2010,"Wladimir Balentien","CIN ","OF","$416,000 ","1 (2010)","$416,000 ","$416,000 "
"808",2010,"Xavier Nady","CHC ","OF","$3,300,000 ","1 (2010)","$3,300,000 ","$3,300,000 "
"809",2010,"Yorman Bazardo","HOU ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"810",2010,"Yorvit Torrealba","SD ","C","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"811",2010,"Yunel Escobar","ATL ","SS","$435,000 ","1 (2010)","$435,000 ","$435,000 "
"812",2010,"Yuniesky Berancourt","KC ","SS","$3,300,000 ","1 (2010)","$3,300,000 ","$3,300,000 "
"813",2010,"Zach Duke","PIT ","P","$4,300,000 ","1 (2010)","$4,300,000 ","$4,300,000 "
"814",2010,"Zach Miner","DET ","P","$950,000 ","1 (2010)","$950,000 ","$950,000 "
"815",2010,"Zack Greinke","KC ","P","$7,250,000 ","1 (2010)","$7,250,000 ","$7,250,000 "
"816",2011,"A.J. Burnett","NYY ","P","$16,500,000 ","1 (2011)","$16,500,000 ","$16,500,000 "
"817",2011,"A.J. Pierzynski","CWS ","C","$2,000,000 ","1 (2011)","$2,000,000 ","$2,000,000 "
"818",2011,"Aaron Cook","COL ","P","$9,875,000 ","1 (2011)","$9,875,000 ","$9,875,000 "
"819",2011,"Aaron Harang","SD ","P","$3,500,000 ","1 (2011)","$3,500,000 ","$3,500,000 "
"820",2011,"Aaron Heilman","ARI ","P","$2,000,000 ","1 (2011)","$2,000,000 ","$2,000,000 "
"821",2011,"Aaron Hill","TOR ","2B","$5,000,000 ","1 (2011)","$5,000,000 ","$5,000,000 "
"822",2011,"Aaron Laffey","SEA ","P","$431,600 ","1 (2011)","$431,600 ","$431,600 "
"823",2011,"Aaron Miles","LAD ","2B","$500,000 ","1 (2011)","$500,000 ","$500,000 "
"824",2011,"Aaron Rowand","SF ","OF","$13,600,000 ","1 (2011)","$13,600,000 ","$13,600,000 "
"825",2011,"Adam Dunn","CWS ","DH","$12,000,000 ","4 (2011-14)","$56,000,000 ","$14,000,000 "
"826",2011,"Adam Everett","CLE ","SS","$700,000 ","1 (2011)","$700,000 ","$700,000 "
"827",2011,"Adam Jones","BAL ","OF","$3,250,000 ","1 (2011)","$3,250,000 ","$3,250,000 "
"828",2011,"Adam Kennedy","SEA ","2B","$750,000 ","1 (2011)","$750,000 ","$750,000 "
"829",2011,"Adam LaRoche","WSH ","1B","$7,000,000 ","1 (2011)","$7,000,000 ","$7,000,000 "
"830",2011,"Adam Lind","TOR ","1B","$5,150,000 ","4 (2010-13)","$18,000,000 ","$4,500,000 "
"831",2011,"Adam Moore","SEA ","C","$417,500 ","1 (2011)","$417,500 ","$417,500 "
"832",2011,"Adam Rosales","OAK ","2B","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"833",2011,"Adam Wainwright","STL ","P","$6,687,500 ","1 (2011)","$6,687,500 ","$6,687,500 "
"834",2011,"Adrian Beltre","TEX ","3B","$14,000,000 ","5 (2011-15)","$80,000,000 ","$16,000,000 "
"835",2011,"Adrian Gonzalez","BOS ","1B","$6,300,000 ","1 (2011)","$6,300,000 ","$6,300,000 "
"836",2011,"Albert Pujols","STL ","1B","$14,508,395 ","1 (2011)","$14,508,395 ","$14,508,395 "
"837",2011,"Alberto Arias","HOU ","P","$439,500 ","1 (2011)","$439,500 ","$439,500 "
"838",2011,"Alberto Callaspo","LAA ","3B","$2,000,000 ","1 (2011)","$2,000,000 ","$2,000,000 "
"839",2011,"Alberto Gonzalez","SD ","SS","$600,000 ","1 (2011)","$600,000 ","$600,000 "
"840",2011,"Alcides Escobar","KC ","SS","$428,000 ","1 (2011)","$428,000 ","$428,000 "
"841",2011,"Alex Avila","DET ","C","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"842",2011,"Alex Cora","WSH ","2B","$900,000 ","1 (2011)","$900,000 ","$900,000 "
"843",2011,"Alex Gonzalez","ATL ","SS","$2,500,000 ","1 (2011)","$2,500,000 ","$2,500,000 "
"844",2011,"Alex Gordon","KC ","OF","$1,400,000 ","1 (2011)","$1,400,000 ","$1,400,000 "
"845",2011,"Alex Rios","CWS ","OF","$12,500,000 ","7 (2008-14)","$69,835,000 ","$9,976,429 "
"846",2011,"Alexei Ramirez","CWS ","SS","$2,750,000 ","1 (2011)","$2,750,000 ","$2,750,000 "
"847",2011,"Alexi Casilla","MIN ","SS","$865,000 ","1 (2011)","$865,000 ","$865,000 "
"848",2011,"Alfonso Soriano","CHC ","OF","$19,000,000 ","8 (2007-14)","$136,000,000 ","$17,000,000 "
"849",2011,"Allen Craig","STL ","OF","$414,000 ","1 (2011)","$414,000 ","$414,000 "
"850",2011,"Andres Blanco","TEX ","2B","$520,000 ","1 (2011)","$520,000 ","$520,000 "
"851",2011,"Andres Torres","SF ","OF","$2,200,000 ","1 (2011)","$2,200,000 ","$2,200,000 "
"852",2011,"Andrew Bailey","OAK ","P","$465,000 ","1 (2011)","$465,000 ","$465,000 "
"853",2011,"Andrew McCutchen","PIT ","OF","$452,500 ","1 (2011)","$452,500 ","$452,500 "
"854",2011,"Andruw Jones","NYY ","OF","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"855",2011,"Andy LaRoche","OAK ","3B","$600,000 ","1 (2011)","$600,000 ","$600,000 "
"856",2011,"Andy Sonnanstine","TB ","P","$912,500 ","1 (2011)","$912,500 ","$912,500 "
"857",2011,"Angel Pagan","NYM ","OF","$3,500,000 ","1 (2011)","$3,500,000 ","$3,500,000 "
"858",2011,"Anibal Sanchez","MIA ","P","$3,700,000 ","1 (2011)","$3,700,000 ","$3,700,000 "
"859",2011,"Antonio Bastardo","PHI ","P","$419,000 ","1 (2011)","$419,000 ","$419,000 "
"860",2011,"Aramis Ramirez","CHC ","3B","$14,600,000 ","1 (2011)","$14,600,000 ","$14,600,000 "
"861",2011,"Arthur Rhodes","TEX ","P","$3,900,000 ","1 (2011)","$3,900,000 ","$3,900,000 "
"862",2011,"Aubrey Huff","SF ","1B","$10,000,000 ","1 (2011)","$10,000,000 ","$10,000,000 "
"863",2011,"Austin Jackson","DET ","OF","$440,000 ","1 (2011)","$440,000 ","$440,000 "
"864",2011,"Austin Kearns","CLE ","OF","$1,300,000 ","1 (2011)","$1,300,000 ","$1,300,000 "
"865",2011,"Barry Zito","SF ","P","$18,500,000 ","7 (2007-13)","$126,000,000 ","$18,000,000 "
"866",2011,"Ben Francisco","PHI ","OF","$1,175,000 ","1 (2011)","$1,175,000 ","$1,175,000 "
"867",2011,"Ben Zobrist","TB ","OF","$4,687,300 ","4 (2010-13)","$18,000,000 ","$4,500,000 "
"868",2011,"Bill Hall","HOU ","OF","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"869",2011,"Billy Butler","KC ","1B","$3,500,000 ","4 (2011-14)","$30,000,000 ","$7,500,000 "
"870",2011,"Blaine Boyer","NYM ","P","$725,000 ","1 (2011)","$725,000 ","$725,000 "
"871",2011,"Blake DeWitt","CHC ","2B","$460,000 ","1 (2011)","$460,000 ","$460,000 "
"872",2011,"Blake Hawksworth","LAD ","P","$426,000 ","1 (2011)","$426,000 ","$426,000 "
"873",2011,"Bobby Abreu","LAA ","OF","$9,000,000 ","1 (2011)","$9,000,000 ","$9,000,000 "
"874",2011,"Bobby Jenks","BOS ","P","$6,000,000 ","1 (2011)","$6,000,000 ","$6,000,000 "
"875",2011,"Bobby Wilson","LAA ","C","$416,000 ","1 (2011)","$416,000 ","$416,000 "
"876",2011,"Brad Bergesen","BAL ","P","$434,000 ","1 (2011)","$434,000 ","$434,000 "
"877",2011,"Brad Hawpe","SD ","1B","$2,000,000 ","1 (2011)","$2,000,000 ","$2,000,000 "
"878",2011,"Brad Lidge","PHI ","P","$12,000,000 ","1 (2011)","$12,000,000 ","$12,000,000 "
"879",2011,"Brad Penny","DET ","P","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"880",2011,"Brad Thomas","DET ","P","$800,000 ","1 (2011)","$800,000 ","$800,000 "
"881",2011,"Brad Ziegler","OAK ","P","$1,250,000 ","1 (2011)","$1,250,000 ","$1,250,000 "
"882",2011,"Brandon Inge","DET ","3B","$5,500,000 ","1 (2011)","$5,500,000 ","$5,500,000 "
"883",2011,"Brandon League","SEA ","P","$2,250,000 ","1 (2011)","$2,250,000 ","$2,250,000 "
"884",2011,"Brandon Lyon","HOU ","P","$5,250,000 ","1 (2011)","$5,250,000 ","$5,250,000 "
"885",2011,"Brandon Morrow","TOR ","P","$2,300,000 ","1 (2011)","$2,300,000 ","$2,300,000 "
"886",2011,"Brandon Phillips","CIN ","2B","$11,437,500 ","1 (2011)","$11,437,500 ","$11,437,500 "
"887",2011,"Brandon Webb","TEX ","P","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"888",2011,"Brandon Wood","LAA ","3B","$420,000 ","1 (2011)","$420,000 ","$420,000 "
"889",2011,"Brayan Pena","KC ","C","$660,000 ","1 (2011)","$660,000 ","$660,000 "
"890",2011,"Brendan Ryan","SEA ","SS","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"891",2011,"Brett Anderson","OAK ","P","$1,250,000 ","4 (2010-13)","$12,500,000 ","$3,125,000 "
"892",2011,"Brett Gardner","NYY ","OF","$529,500 ","1 (2011)","$529,500 ","$529,500 "
"893",2011,"Brett Myers","HOU ","P","$8,000,000 ","1 (2011)","$8,000,000 ","$8,000,000 "
"894",2011,"Brian Duensing","MIN ","P","$462,500 ","1 (2011)","$462,500 ","$462,500 "
"895",2011,"Brian Fuentes","OAK ","P","$5,000,000 ","1 (2011)","$5,000,000 ","$5,000,000 "
"896",2011,"Brian Matusz","BAL ","P","$1,350,000 ","1 (2011)","$1,350,000 ","$1,350,000 "
"897",2011,"Brian McCann","ATL ","C","$6,700,000 ","1 (2011)","$6,700,000 ","$6,700,000 "
"898",2011,"Brian Roberts","BAL ","2B","$10,000,000 ","4 (2010-13)","$40,000,000 ","$10,000,000 "
"899",2011,"Brian Sanches","MIA ","P","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"900",2011,"Brian Schneider","PHI ","C","$1,625,000 ","1 (2011)","$1,625,000 ","$1,625,000 "
"901",2011,"Brian Tallet","STL ","P","$750,000 ","1 (2011)","$750,000 ","$750,000 "
"902",2011,"Brian Wilson","SF ","P","$6,500,000 ","1 (2011)","$6,500,000 ","$6,500,000 "
"903",2011,"Brooks Conrad","ATL ","3B","$427,250 ","1 (2011)","$427,250 ","$427,250 "
"904",2011,"Bud Norris","HOU ","P","$437,500 ","1 (2011)","$437,500 ","$437,500 "
"905",2011,"C.J. Wilson","TEX ","P","$7,000,000 ","1 (2011)","$7,000,000 ","$7,000,000 "
"906",2011,"Carl Crawford","BOS ","OF","$14,857,142 ","1 (2011)","$14,857,142 ","$14,857,142 "
"907",2011,"Carl Pavano","MIN ","P","$8,000,000 ","1 (2011)","$8,000,000 ","$8,000,000 "
"908",2011,"Carlos Beltran","NYM ","OF","$19,325,436 ","1 (2011)","$19,325,436 ","$19,325,436 "
"909",2011,"Carlos Gomez","MIL ","OF","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"910",2011,"Carlos Gonzalez","COL ","OF","$1,428,571 ","7 (2011-17)","$80,000,000 ","$11,428,571 "
"911",2011,"Carlos Guillen","DET ","OF","$12,922,231 ","1 (2011)","$12,922,231 ","$12,922,231 "
"912",2011,"Carlos Lee","HOU ","OF","$19,000,000 ","1 (2011)","$19,000,000 ","$19,000,000 "
"913",2011,"Carlos Marmol","CHC ","P","$2,533,333 ","3 (2011-13)","$20,000,000 ","$6,666,667 "
"914",2011,"Carlos Pena","CHC ","1B","$9,959,996 ","1 (2011)","$9,959,996 ","$9,959,996 "
"915",2011,"Carlos Quentin","CWS ","OF","$5,050,000 ","1 (2011)","$5,050,000 ","$5,050,000 "
"916",2011,"Carlos Ruiz","PHI ","C","$2,750,000 ","1 (2011)","$2,750,000 ","$2,750,000 "
"917",2011,"Carlos Villanueva","TOR ","P","$1,415,000 ","1 (2011)","$1,415,000 ","$1,415,000 "
"918",2011,"Carlos Zambrano","CHC ","P","$18,875,000 ","1 (2011)","$18,875,000 ","$18,875,000 "
"919",2011,"Casey Blake","LAD ","3B","$5,500,000 ","1 (2011)","$5,500,000 ","$5,500,000 "
"920",2011,"Casey Janssen","TOR ","P","$1,095,000 ","1 (2011)","$1,095,000 ","$1,095,000 "
"921",2011,"Casey McGehee","MIL ","3B","$478,000 ","1 (2011)","$478,000 ","$478,000 "
"922",2011,"CC Sabathia","NYY ","P","$24,285,714 ","1 (2011)","$24,285,714 ","$24,285,714 "
"923",2011,"Cesar Izturis","BAL ","SS","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"924",2011,"Cesar Ramos","TB ","P","$416,700 ","1 (2011)","$416,700 ","$416,700 "
"925",2011,"Chad Billingsley","LAD ","P","$6,275,000 ","1 (2011)","$6,275,000 ","$6,275,000 "
"926",2011,"Chad Durbin","CLE ","P","$800,000 ","1 (2011)","$800,000 ","$800,000 "
"927",2011,"Chad Gaudin","WSH ","P","$900,000 ","1 (2011)","$900,000 ","$900,000 "
"928",2011,"Chad Qualls","SD ","P","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"929",2011,"Charlie Morton","PIT ","P","$441,000 ","1 (2011)","$441,000 ","$441,000 "
"930",2011,"Chase Headley","SD ","3B","$2,325,000 ","1 (2011)","$2,325,000 ","$2,325,000 "
"931",2011,"Chase Utley","PHI ","2B","$15,285,714 ","7 (2007-13)","$85,000,000 ","$12,142,857 "
"932",2011,"Chien-Ming Wang","WSH ","P","$1,200,000 ","1 (2011)","$1,200,000 ","$1,200,000 "
"933",2011,"Chipper Jones","ATL ","3B","$14,000,000 ","1 (2011)","$14,000,000 ","$14,000,000 "
"934",2011,"Chone Figgins","SEA ","2B","$9,500,000 ","1 (2011)","$9,500,000 ","$9,500,000 "
"935",2011,"Chris Carpenter","STL ","P","$14,259,403 ","1 (2011)","$14,259,403 ","$14,259,403 "
"936",2011,"Chris Coghlan","MIA ","OF","$490,000 ","1 (2011)","$490,000 ","$490,000 "
"937",2011,"Chris Getz","KC ","2B","$443,000 ","1 (2011)","$443,000 ","$443,000 "
"938",2011,"Chris Iannetta","COL ","C","$2,550,000 ","1 (2011)","$2,550,000 ","$2,550,000 "
"939",2011,"Chris Johnson","HOU ","3B","$424,000 ","1 (2011)","$424,000 ","$424,000 "
"940",2011,"Chris Narveson","MIL ","P","$441,500 ","1 (2011)","$441,500 ","$441,500 "
"941",2011,"Chris Perez","CLE ","P","$2,225,000 ","1 (2011)","$2,225,000 ","$2,225,000 "
"942",2011,"Chris Pettit","LAA ","OF","$414,000 ","1 (2011)","$414,000 ","$414,000 "
"943",2011,"Chris Ray","SEA ","P","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"944",2011,"Chris Snyder","PIT ","C","$6,250,000 ","1 (2011)","$6,250,000 ","$6,250,000 "
"945",2011,"Chris Volstad","MIA ","P","$445,000 ","1 (2011)","$445,000 ","$445,000 "
"946",2011,"Chris Young","ARI ","OF","$5,200,000 ","1 (2011)","$5,200,000 ","$5,200,000 "
"947",2011,"Chris Young","NYM ","P","$1,100,000 ","1 (2011)","$1,100,000 ","$1,100,000 "
"948",2011,"Clay Buchholz","BOS ","P","$555,000 ","1 (2011)","$555,000 ","$555,000 "
"949",2011,"Clay Hensley","MIA ","P","$1,400,000 ","1 (2011)","$1,400,000 ","$1,400,000 "
"950",2011,"Clayton Kershaw","LAD ","P","$500,000 ","1 (2011)","$500,000 ","$500,000 "
"951",2011,"Clayton Richard","SD ","P","$468,800 ","1 (2011)","$468,800 ","$468,800 "
"952",2011,"Cliff Lee","PHI ","P","$11,000,000 ","5 (2011-15)","$120,000,000 ","$24,000,000 "
"953",2011,"Cliff Pennington","OAK ","SS","$420,000 ","1 (2011)","$420,000 ","$420,000 "
"954",2011,"Clint Barmes","HOU ","2B","$3,925,000 ","1 (2011)","$3,925,000 ","$3,925,000 "
"955",2011,"Cody Ross","SF ","OF","$6,300,000 ","1 (2011)","$6,300,000 ","$6,300,000 "
"956",2011,"Colby Lewis","TEX ","P","$2,000,000 ","1 (2011)","$2,000,000 ","$2,000,000 "
"957",2011,"Colby Rasmus","STL ","OF","$443,000 ","1 (2011)","$443,000 ","$443,000 "
"958",2011,"Cole Hamels","PHI ","P","$9,500,000 ","1 (2011)","$9,500,000 ","$9,500,000 "
"959",2011,"Conor Jackson","OAK ","1B","$3,200,000 ","1 (2011)","$3,200,000 ","$3,200,000 "
"960",2011,"Corey Hart","MIL ","OF","$6,833,333 ","3 (2011-13)","$26,500,000 ","$8,833,333 "
"961",2011,"Craig Breslow","OAK ","P","$1,400,000 ","1 (2011)","$1,400,000 ","$1,400,000 "
"962",2011,"Craig Counsell","MIL ","2B","$1,400,000 ","1 (2011)","$1,400,000 ","$1,400,000 "
"963",2011,"Curtis Granderson","NYY ","OF","$8,250,000 ","1 (2011)","$8,250,000 ","$8,250,000 "
"964",2011,"D.J. Carrasco","NYM ","P","$1,200,000 ","1 (2011)","$1,200,000 ","$1,200,000 "
"965",2011,"Daisuke Matsuzaka","BOS ","P","$10,333,333 ","1 (2011)","$10,333,333 ","$10,333,333 "
"966",2011,"Dallas Braden","OAK ","P","$3,350,000 ","1 (2011)","$3,350,000 ","$3,350,000 "
"967",2011,"Damaso Marte","NYY ","P","$4,000,000 ","1 (2011)","$4,000,000 ","$4,000,000 "
"968",2011,"Dan Haren","LAA ","P","$12,750,000 ","1 (2011)","$12,750,000 ","$12,750,000 "
"969",2011,"Dan Runzler","SF ","P","$418,500 ","1 (2011)","$418,500 ","$418,500 "
"970",2011,"Dan Uggla","ATL ","2B","$9,146,942 ","5 (2011-15)","$62,000,000 ","$12,400,000 "
"971",2011,"Dan Wheeler","BOS ","P","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"972",2011,"Daniel Bard","BOS ","P","$505,000 ","1 (2011)","$505,000 ","$505,000 "
"973",2011,"Daniel Murphy","NYM ","2B","$422,000 ","1 (2011)","$422,000 ","$422,000 "
"974",2011,"Danys Baez","PHI ","P","$2,750,000 ","1 (2011)","$2,750,000 ","$2,750,000 "
"975",2011,"Daric Barton","OAK ","1B","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"976",2011,"Darren O`Day","TEX ","P","$1,251,000 ","1 (2011)","$1,251,000 ","$1,251,000 "
"977",2011,"Darren Oliver","TEX ","P","$3,250,000 ","1 (2011)","$3,250,000 ","$3,250,000 "
"978",2011,"Dave Bush","TEX ","P","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"979",2011,"David Aardsma","SEA ","P","$4,500,000 ","1 (2011)","$4,500,000 ","$4,500,000 "
"980",2011,"David DeJesus","OAK ","OF","$6,000,000 ","1 (2011)","$6,000,000 ","$6,000,000 "
"981",2011,"David Freese","STL ","3B","$416,000 ","1 (2011)","$416,000 ","$416,000 "
"982",2011,"David Hernandez","ARI ","P","$423,500 ","1 (2011)","$423,500 ","$423,500 "
"983",2011,"David Herndon","PHI ","P","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"984",2011,"David Murphy","TEX ","OF","$2,400,000 ","1 (2011)","$2,400,000 ","$2,400,000 "
"985",2011,"David Price","TB ","P","$2,084,671 ","1 (2011)","$2,084,671 ","$2,084,671 "
"986",2011,"David Robertson","NYY ","P","$460,450 ","1 (2011)","$460,450 ","$460,450 "
"987",2011,"David Ross","ATL ","C","$1,625,000 ","1 (2011)","$1,625,000 ","$1,625,000 "
"988",2011,"David Wright","NYM ","3B","$14,250,000 ","1 (2011)","$14,250,000 ","$14,250,000 "
"989",2011,"Delmon Young","MIN ","OF","$5,375,000 ","1 (2011)","$5,375,000 ","$5,375,000 "
"990",2011,"Denard Span","MIN ","OF","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"991",2011,"Dennys Reyes","BOS ","P","$900,000 ","1 (2011)","$900,000 ","$900,000 "
"992",2011,"Derek Jeter","NYY ","SS","$14,729,364 ","3 (2011-13)","$51,000,000 ","$17,000,000 "
"993",2011,"Derek Lowe","ATL ","P","$15,000,000 ","1 (2011)","$15,000,000 ","$15,000,000 "
"994",2011,"Derrek Lee","BAL ","1B","$7,250,000 ","1 (2011)","$7,250,000 ","$7,250,000 "
"995",2011,"Dexter Fowler","COL ","OF","$424,000 ","1 (2011)","$424,000 ","$424,000 "
"996",2011,"Dioner Navarro","LAD ","C","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"997",2011,"Don Kelly","DET ","OF","$423,000 ","1 (2011)","$423,000 ","$423,000 "
"998",2011,"Doug Fister","SEA ","P","$436,500 ","1 (2011)","$436,500 ","$436,500 "
"999",2011,"Drew Butera","MIN ","C","$429,000 ","1 (2011)","$429,000 ","$429,000 "
"1000",2011,"Drew Stubbs","CIN ","OF","$450,000 ","1 (2011)","$450,000 ","$450,000 "
"1001",2011,"Dustin McGowan","TOR ","P","$450,000 ","1 (2011)","$450,000 ","$450,000 "
"1002",2011,"Dustin Pedroia","BOS ","2B","$5,750,000 ","6 (2009-14)","$40,500,000 ","$6,750,000 "
"1003",2011,"Dusty Hughes","MIN ","P","$429,000 ","1 (2011)","$429,000 ","$429,000 "
"1004",2011,"Edgar Renteria","CIN ","SS","$2,068,391 ","1 (2011)","$2,068,391 ","$2,068,391 "
"1005",2011,"Edinson Volquez","CIN ","P","$1,625,000 ","1 (2011)","$1,625,000 ","$1,625,000 "
"1006",2011,"Edward Mujica","MIA ","P","$800,000 ","1 (2011)","$800,000 ","$800,000 "
"1007",2011,"Edwin Encarnacion","TOR ","DH","$2,500,000 ","1 (2011)","$2,500,000 ","$2,500,000 "
"1008",2011,"Edwin Jackson","CWS ","P","$8,750,000 ","1 (2011)","$8,750,000 ","$8,750,000 "
"1009",2011,"Eli Whiteside","SF ","C","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"1010",2011,"Elvis Andrus","TEX ","SS","$452,180 ","1 (2011)","$452,180 ","$452,180 "
"1011",2011,"Emilio Bonifacio","MIA ","3B","$425,000 ","1 (2011)","$425,000 ","$425,000 "
"1012",2011,"Eric Chavez","NYY ","3B","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"1013",2011,"Eric Hinske","ATL ","OF","$1,350,000 ","1 (2011)","$1,350,000 ","$1,350,000 "
"1014",2011,"Eric O`Flaherty","ATL ","P","$895,000 ","1 (2011)","$895,000 ","$895,000 "
"1015",2011,"Eric Patterson","SD ","2B","$423,300 ","1 (2011)","$423,300 ","$423,300 "
"1016",2011,"Erick Aybar","LAA ","SS","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"1017",2011,"Erik Bedard","SEA ","P","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"1018",2011,"Ervin Santana","LAA ","P","$8,000,000 ","1 (2011)","$8,000,000 ","$8,000,000 "
"1019",2011,"Esmil Rogers","COL ","P","$417,000 ","1 (2011)","$417,000 ","$417,000 "
"1020",2011,"Evan Longoria","TB ","3B","$2,000,000 ","6 (2008-13)","$17,500,000 ","$2,916,667 "
"1021",2011,"Evan Meek","PIT ","P","$461,500 ","1 (2011)","$461,500 ","$461,500 "
"1022",2011,"Felipe Paulino","COL ","P","$790,000 ","1 (2011)","$790,000 ","$790,000 "
"1023",2011,"Felix Hernandez","SEA ","P","$11,700,000 ","1 (2011)","$11,700,000 ","$11,700,000 "
"1024",2011,"Felix Pie","BAL ","OF","$985,000 ","1 (2011)","$985,000 ","$985,000 "
"1025",2011,"Fernando Rodney","LAA ","P","$5,500,000 ","1 (2011)","$5,500,000 ","$5,500,000 "
"1026",2011,"Francisco Cervelli","NYY ","C","$455,700 ","1 (2011)","$455,700 ","$455,700 "
"1027",2011,"Francisco Cordero","CIN ","P","$12,125,000 ","1 (2011)","$12,125,000 ","$12,125,000 "
"1028",2011,"Francisco Liriano","MIN ","P","$4,300,000 ","1 (2011)","$4,300,000 ","$4,300,000 "
"1029",2011,"Francisco Rodriguez","NYM ","P","$12,166,666 ","1 (2011)","$12,166,666 ","$12,166,666 "
"1030",2011,"Frank Francisco","TOR ","P","$4,000,000 ","1 (2011)","$4,000,000 ","$4,000,000 "
"1031",2011,"Franklin Gutierrez","SEA ","OF","$4,312,500 ","4 (2010-13)","$20,250,000 ","$5,062,500 "
"1032",2011,"Franklin Morales","COL ","P","$424,000 ","1 (2011)","$424,000 ","$424,000 "
"1033",2011,"Fred Lewis","CIN ","OF","$900,000 ","1 (2011)","$900,000 ","$900,000 "
"1034",2011,"Freddy Garcia","NYY ","P","$1,500,000 ","1 (2011)","$1,500,000 ","$1,500,000 "
"1035",2011,"Freddy Sanchez","SF ","2B","$6,000,000 ","1 (2011)","$6,000,000 ","$6,000,000 "
"1036",2011,"Gaby Sanchez","MIA ","1B","$431,000 ","1 (2011)","$431,000 ","$431,000 "
"1037",2011,"Garrett Jones","PIT ","OF","$455,500 ","1 (2011)","$455,500 ","$455,500 "
"1038",2011,"Gavin Floyd","CWS ","P","$5,000,000 ","1 (2011)","$5,000,000 ","$5,000,000 "
"1039",2011,"Geoff Blum","ARI ","2B","$1,350,000 ","1 (2011)","$1,350,000 ","$1,350,000 "
"1040",2011,"George Kottaras","MIL ","C","$440,000 ","1 (2011)","$440,000 ","$440,000 "
"1041",2011,"George Sherrill","ATL ","P","$1,200,000 ","1 (2011)","$1,200,000 ","$1,200,000 "
"1042",2011,"Geovany Soto","CHC ","C","$3,000,000 ","1 (2011)","$3,000,000 ","$3,000,000 "
"1043",2011,"Gerald Laird","STL ","C","$1,000,000 ","1 (2011)","$1,000,000 ","$1,000,000 "
"1044",2011,"Gerardo Parra","ARI ","OF","$426,000 ","1 (2011)","$426,000 ","$426,000 "
"1045",2011,"Gio Gonzalez","OAK ","P","$420,000 ","1 (2011)","$420,000 ","$420,000 "
"1046",2011,"Gordon Beckham","CWS ","2B","$485,000 ","1 (2011)","$485,000 ","$485,000 "
"1047",2011,"Grady Sizemore","CLE ","OF","$7,666,666 ","1 (2011)","$7,666,666 ","$7,666,666 "
"1048",2011,"Grant Balfour","OAK ","P","$3,750,000 ","1 (2011)","$3,750,000 ","$3,750,000 "
